day,hours,clusterid,applicationresponselatency,applicationsuccessratio,applicationaccessibility,downlinkthroughput,uplinkthroughput,servicecutoffratio,facebookqoe
6/3/2024,0,C1-CBPU1202,192.11,0,0,1407.91,24.47,0,837.44
6/3/2024,0,C1-CHAV1203,61.6,0,0,80.11,15.4,0,91
6/3/2024,0,C1-CKAM1202,936.24,0,0,370.47,27.14,0,256.61
6/3/2024,0,C1-CKHN1202,713.14,0,0,746.2,33.97,0,475.17
6/3/2024,0,C1-CKRK1202,82.69,100,100,191.34,17.99,0,205.46
6/3/2024,0,C1-CLHE1207,221.99,100,100,885.09,37.62,0,611.3
6/3/2024,0,C1-CLHE1210,375.19,100,100,904.57,34.74,0,617.39
6/3/2024,0,C1-CLHE1229,687.03,0,0,855.72,29.37,0,531.16
6/3/2024,0,C1-CLHE1234,199.61,0,0,958.01,34.7,0,598.79
6/3/2024,0,C1-CLHE1235,118.09,0,0,882.3,29.79,0,552.09
6/3/2024,0,C1-CLHE1238,210.48,0,0,778.36,39.27,0,503.95
6/3/2024,0,C1-CLHE1239,262.37,0,0,841.15,42.31,0,541.69
6/3/2024,0,C1-CLHE1242,241.66,0,0,647.8,36.63,0,428.17
6/3/2024,0,C1-CLHE1244,462.36,0,0,771.77,36.22,0,494.38
6/3/2024,0,C1-CLHE1245,2255.89,91.67,91.67,798.86,24.34,0,524.13
6/3/2024,0,C1-CNKN1201,98.55,0,0,1217.14,23.45,0,731.26
6/3/2024,0,C1-COKR1204,221.69,0,0,312.85,20.87,0,224.78
6/3/2024,0,C1-CRKH1202,278.02,64.29,64.29,245.23,30.58,0,229.58
6/3/2024,0,C1-CSRA1207,1198.63,0,0,539.57,27.99,0,348.87
6/3/2024,0,C1-CSWL1208,547.5,0,0,921.23,40.4,0,581.21
6/3/2024,0,C1-CSWL1209,940.48,0,0,2683.94,24.73,0,1539.15
6/3/2024,0,C1-FARW1204,1721.27,0,0,1100.41,29.03,0,656.38
6/3/2024,0,C1-FBRW1202,648.87,0,0,252.92,31.08,0,198.56
6/3/2024,0,C1-FCCW1202,371.53,100,100,1049.21,31.19,0,693.83
6/3/2024,0,C1-FKSW1201,705.75,100,100,1340.85,27.58,0,848.5
6/3/2024,0,C1-FPKT1202,342.74,0,0,2147.05,28.29,0,1250.81
6/3/2024,0,C2-CSFD1202,68.92,0,0,74.32,15.41,0,87.72
6/3/2024,0,C2-FBHL1203,365.39,100,100,777.93,31.34,0,543.35
6/3/2024,0,C2-FBHR1203,214.29,100,100,1060.18,30.6,0,700.85
6/3/2024,0,C2-FCHN1204,179.3,0,0,945.04,32.18,0,588.98
6/3/2024,0,C2-FCHN1205,1544.65,0,0,971.61,47.57,0,607.19
6/3/2024,0,C2-FFSD1210,641.47,0,0,748.78,32.22,0,475.37
6/3/2024,0,C2-FFSD1212,217.42,0,0,999.74,30.08,0,616.66
6/3/2024,0,C2-FFSD1213,153,0,0,856.04,34.45,0,542.33
6/3/2024,0,C2-FFSD1214,439.31,100,100,971.59,30.36,0,649.11
6/3/2024,0,C2-FFSD1219,913.12,0,0,699.74,37.47,0,451.25
6/3/2024,0,C2-FFSD1220,894.7,0,0,865.46,32.18,0,537.62
6/3/2024,0,C2-FFSD1221,752.87,0,0,733.5,29.19,0,462.4
6/3/2024,0,C2-FJRW1203,296.88,0,0,605.59,26.67,0,393.1
6/3/2024,0,C2-FJRW1204,303.12,100,100,3398.17,21.7,0,1988.95
6/3/2024,0,C2-FKHB1205,289.12,43.14,43.14,2138.45,37.73,0,1278.63
6/3/2024,0,C2-FKML7201,268.46,100,100,759.18,27.18,0,529.28
6/3/2024,0,C2-FKMN7201,338.87,0,0,670.16,30.82,0,433.17
6/3/2024,0,C2-FMNW1206,154.54,0,0,770.34,30.87,0,490.72
6/3/2024,0,C2-FPML1201,666.86,100,100,646.96,32.28,0,468.62
6/3/2024,0,C2-FSGD1204,803.96,0,0,772.42,36.33,0,491.45
6/3/2024,0,C2-FSGD1206,255.45,100,100,1011.4,33.07,0,676.08
6/3/2024,0,C2-FSGD1209,335.41,0,0,1401.19,43.02,0,852.88
6/3/2024,0,C2-FSGL1203,781.83,0,0,816.27,30.98,0,510.09
6/3/2024,0,C2-FSHK1201,207.77,100,100,674.03,31.74,0,487.65
6/3/2024,0,C2-FSHN1201,439.74,0,0,2547.73,14.95,0,1457.62
6/3/2024,0,C2-FSMN7202,282.19,95,95,815.15,30,0,560.87
6/3/2024,0,C2-FSWI7201,1120.17,0,0,774.21,33.56,0,486.2
6/3/2024,0,C2-FTDA1201,300,0,0,1654.11,31.7,0,981.17
6/3/2024,0,C2-FTTS1203,462.83,0,0,472.22,26.17,0,316.79
6/3/2024,0,C2-FTTS1204,329.97,100,100,929.36,35.09,0,632
6/3/2024,0,C3-FAPR1201,176.67,0,0,914.91,39.7,0,580.63
6/3/2024,0,C3-FBKR1202,256.93,0,0,1011.59,32.02,0,625
6/3/2024,0,C3-FBKR1203,319.79,100,100,1645.14,34.38,0,1028.97
6/3/2024,0,C3-FBWP1201,426.5,0,0,506.07,22.3,0,331.66
6/3/2024,0,C3-FBWP1203,242.97,0,0,153.55,24.31,0,139.89
6/3/2024,0,C3-FCHM4202,123.5,0,0,813.11,41.67,0,526.79
6/3/2024,0,C3-FCKA1202,362.36,0,0,294.7,27.7,0,220.88
6/3/2024,0,C3-FCSS1203,870.83,0,0,472.25,22.39,0,308.53
6/3/2024,0,C3-FDGK1204,359.56,100,100,783.53,31.46,0,546.65
6/3/2024,0,C3-FDKN1201,162.41,0,0,232.1,18.38,0,177.74
6/3/2024,0,C3-FDNY1201,221.04,0,0,49.25,18.37,0,75.56
6/3/2024,0,C3-FFAB1201,425.29,0,0,770.19,31.98,0,489.16
6/3/2024,0,C3-FFTP1202,551.58,0,0,1505.04,49.3,0,915.4
6/3/2024,0,C3-FJAM1202,200.5,0,0,1276.41,29.87,0,770.3
6/3/2024,0,C3-FJAN1202,728.15,0,0,776.25,33.76,0,491.48
6/3/2024,0,C3-FJNG1208,242.43,0,0,515.24,28.56,0,345.55
6/3/2024,0,C3-FJNG1210,235.3,0,0,562.09,21.31,0,363.6
6/3/2024,0,C3-FJNG1211,1581.23,0,0,511.18,23.72,0,324.53
6/3/2024,0,C3-FJNG1212,793.92,100,100,1096.97,30.97,0,715.9
6/3/2024,0,C3-FJNG1213,558.84,0,0,1612.81,20.23,0,942.89
6/3/2024,0,C3-FJPW1203,1361.2,100,100,1054.84,29.29,0,684.95
6/3/2024,0,C3-FKAD1203,202.77,100,100,658.68,29.15,0,476.29
6/3/2024,0,C3-FKBW1204,145.64,0,0,1435.96,29.61,0,859.2
6/3/2024,0,C3-FKCT1201,248.4,72.22,72.22,957.32,41.88,0,642
6/3/2024,0,C3-FKHT4201,237.01,0,0,839.93,36.71,0,535.05
6/3/2024,0,C3-FLOD1204,398.04,96.72,96.72,2137.83,25.57,0,1290.47
6/3/2024,0,C3-FLYA1203,257.3,0,0,1044.33,27.12,0,637.74
6/3/2024,0,C3-FMCN1202,318.69,100,100,885.58,30.85,0,603.08
6/3/2024,0,C3-FMLC4201,97.04,100,100,488.56,29.55,0,383.29
6/3/2024,0,C3-FMUX1214,346.87,0,0,857.39,30.23,0,536.45
6/3/2024,0,C3-FMUX1215,212.65,100,100,875.33,34.87,0,602.91
6/3/2024,0,C3-FMZG1201,918.9,80,80,1054.62,29.92,0,679.96
6/3/2024,0,C3-FPLN1202,1080.84,100,100,574.9,23.38,0,414.56
6/3/2024,0,C3-FRJK1201,306.73,0,0,804.22,40.02,0,518.19
6/3/2024,0,C3-FRJN1203,114.77,0,0,11.33,20.5,0,57.92
6/3/2024,0,C3-FSHD1201,0,0,0,73.32,31.43,0,105.66
6/3/2024,0,C3-FSKT1202,545.94,0,0,856.03,16.6,0,518.56
6/3/2024,0,C3-FSSD1202,1178.3,100,100,673.39,34.25,0,480.38
6/3/2024,0,C3-FSUJ1201,853.8,0,0,628.81,37.82,0,412.82
6/3/2024,0,C3-FTBS1201,128.93,0,0,345.05,29.79,0,253.51
6/3/2024,0,C3-FTSA1206,210.15,0,0,412.63,29.07,0,289.44
6/3/2024,0,C3-FVHR4204,117.18,0,0,417.75,60.73,0,328.39
6/3/2024,0,C3-FVHR4205,245.18,0,0,1249.32,40.79,0,766.94
6/3/2024,0,C3-FYZM1201,730.79,0,0,478.14,25.9,0,317.1
6/3/2024,0,C3-FYZM1202,114.7,0,0,547.1,30.36,0,366.53
6/3/2024,0,C4-CAPC1201,374.94,0,0,1653.79,30.92,0,979.38
6/3/2024,0,C4-CDNG1202,199.81,96.34,96.34,1221.36,33.57,0,792.01
6/3/2024,0,C4-CDSK1202,1348.56,0,0,1317.81,32.29,0,784.51
6/3/2024,0,C4-CDSK1203,1638.5,0,0,187.73,28.07,0,149.1
6/3/2024,0,C4-CGJT1207,493.54,0,0,1612.52,36.05,0,960.96
6/3/2024,0,C4-CGJT1208,191.27,100,100,1409.92,34.08,0,899.24
6/3/2024,0,C4-CGUJ1207,812.38,0,0,863.47,31.47,0,536.55
6/3/2024,0,C4-CGUJ1209,481.31,0,0,452.26,29.62,0,309.35
6/3/2024,0,C4-CGUJ1210,605.99,0,0,656.6,30.84,0,422.98
6/3/2024,0,C4-CKHR1202,182.59,98.74,98.74,1003.61,32.11,0,670.78
6/3/2024,0,C4-CLMA1201,173.8,97.65,97.65,1488.5,33.36,0,941.1
6/3/2024,0,C4-CMBD1201,283.84,97.87,97.87,951.32,28.44,0,636.21
6/3/2024,0,C4-CMBD1202,185.37,0,0,959.38,32.5,0,597.25
6/3/2024,0,C4-CNWL1202,1505.95,0,0,1066.82,34.72,0,646.2
6/3/2024,0,C4-CNWL1204,489.33,0,0,85.28,22.03,0,96.96
6/3/2024,0,C4-CPBN1202,1491.56,0,0,873.91,32.81,0,537.05
6/3/2024,0,C4-CPHA1201,108.41,0,0,1398.68,37.05,0,847.13
6/3/2024,0,C4-CPSR1204,835,0,0,73.49,28.4,0,94.03
6/3/2024,0,C4-CQDS1202,522.24,100,100,946.69,24.26,0,627.67
6/3/2024,0,C4-CSAM1202,292.13,0,0,815.11,29.98,0,513.23
6/3/2024,0,C4-CSLT1204,1656.99,0,0,511.06,32.82,0,333.82
6/3/2024,0,C4-CSLT1208,485.9,0,0,702.16,25.74,0,443.83
6/3/2024,0,C4-CSLT1212,1004.48,0,0,761.41,30.67,0,477.04
6/3/2024,0,C4-CSLT1214,1521.31,0,0,963.66,37.97,0,592.34
6/3/2024,0,C4-CWZD1201,1122.8,100,100,659.34,32.73,0,471.44
6/3/2024,0,N1-NBGH1201,515.3,87.8,87.8,1123.54,37.52,0,734.62
6/3/2024,0,N1-NBHM1201,297,93.34,93.34,1504.47,33.28,0,946.49
6/3/2024,0,N1-NCSI1203,373.53,96.28,96.28,1200.94,32.43,0,777.63
6/3/2024,0,N1-NCSS1203,151.82,93.12,93.12,1405.8,36.12,0,896.18
6/3/2024,0,N1-NCWL1202,162.3,95.19,95.19,1451.88,50.69,0,938.89
6/3/2024,0,N1-NDHR1202,334.18,93.42,93.42,1392.72,32.45,0,883.16
6/3/2024,0,N1-NDNA1202,163.77,94.92,94.92,1218.71,33.7,0,790.33
6/3/2024,0,N1-NFTJ1201,258.88,93.76,93.76,1275.16,44.21,0,831.84
6/3/2024,0,N1-NGKN1202,177.37,91.59,91.59,1186.75,49.4,0,788.22
6/3/2024,0,N1-NHAJ1201,359.82,88.02,88.02,1174.99,31.1,0,757.74
6/3/2024,0,N1-NHTB1201,300.28,92.79,92.79,1482.6,46.82,0,949.08
6/3/2024,0,N1-NISB1203,221.26,93.62,93.62,837.15,33.48,0,576.88
6/3/2024,0,N1-NISB1206,272.91,94.18,94.18,692.23,32.49,0,495.03
6/3/2024,0,N1-NJLM1203,166.11,93.88,93.88,1430.36,35.07,0,908.89
6/3/2024,0,N1-NKLI1201,347.36,84.51,84.51,1214.54,32.72,0,779.88
6/3/2024,0,N1-NKRT1202,365.19,94.48,94.48,1246.5,40.51,0,811.1
6/3/2024,0,N1-NKTA1202,224.16,92.57,92.57,924.83,35.76,0,627.57
6/3/2024,0,N1-NKYL5201,440.03,96.33,96.33,1409.67,36.04,0,896.96
6/3/2024,0,N1-NMAK1201,501.51,94.89,94.89,1011.01,42.04,0,680.81
6/3/2024,0,N1-NMAK1202,462.99,90.18,90.18,1215.64,36.49,0,786.36
6/3/2024,0,N1-NPDK1201,169.05,96.01,96.01,1289.82,40.8,0,838.21
6/3/2024,0,N1-NPLD1201,343.28,97.25,97.25,1395.13,32.69,0,886.59
6/3/2024,0,N1-NQML1205,280.12,95.12,95.12,1144.09,34.06,0,748.21
6/3/2024,0,N1-NQML1206,326.82,94.57,94.57,1151.31,31.18,0,748.28
6/3/2024,0,N1-NRWK1201,454.47,92.51,92.51,1326.99,31.94,0,844.42
6/3/2024,0,N1-NRWP1201,258.52,97.18,97.18,733.98,36.03,0,523.8
6/3/2024,0,N1-NRWP1208,242.01,94.96,94.96,801.23,33.53,0,557.44
6/3/2024,0,N1-NRWP1211,327.92,94.73,94.73,635.62,41.33,0,473.13
6/3/2024,0,N1-NRWP1212,225.77,91.56,91.56,803.12,32.34,0,555.63
6/3/2024,0,N1-NRWP1214,231.03,87.88,87.88,781.55,34.17,0,543.79
6/3/2024,0,N1-NRWP1217,283.58,94.99,94.99,634.61,37.96,0,469.4
6/3/2024,0,N1-NRWP1218,218,93.59,93.59,925.32,32.9,0,625.24
6/3/2024,0,N1-NSAL1203,178.56,93.76,93.76,1202.75,35.62,0,782.87
6/3/2024,0,N1-NSNA1202,341.16,87.04,87.04,1136.67,32.19,0,737.36
6/3/2024,0,N1-NTAG1204,154.34,99.44,99.44,1767.9,42.15,0,1107.18
6/3/2024,0,N1-NTRL1201,285.65,95.19,95.19,642.15,33.1,0,468.27
6/3/2024,0,N2-NBES1202,667.58,79.78,79.78,645.51,34.62,0,460.3
6/3/2024,0,N2-NBRI1201,297.81,91.05,91.05,545.29,42.27,0,422.45
6/3/2024,0,N2-NBTG1202,277.34,97.65,97.65,1005.69,30.69,0,668.87
6/3/2024,0,N2-NCBH1201,357.41,98.36,98.36,713.97,29.92,0,505.5
6/3/2024,0,N2-NCHT1203,959.29,94.1,94.1,778.96,28.71,0,532.11
6/3/2024,0,N2-NCHT1204,978.98,94.57,94.57,847.16,34.25,0,576.2
6/3/2024,0,N2-NCHT1205,549.88,98.29,98.29,972.5,29.2,0,646.37
6/3/2024,0,N2-NCKD1201,275.27,93.07,93.07,630.78,31.63,0,459.36
6/3/2024,0,N2-NCLS1201,960.77,100,100,280.1,24.47,0,253.19
6/3/2024,0,N2-NDIR1201,665.12,87.13,87.13,1021.74,31.37,0,669.4
6/3/2024,0,N2-NDIR1202,621.78,96.02,96.02,1016.17,31.7,0,671.55
6/3/2024,0,N2-NDSU1201,488.94,100,100,269.41,25.71,0,253.35
6/3/2024,0,N2-NGHU1201,242.21,94.32,94.32,1043.83,33.51,0,691.88
6/3/2024,0,N2-NGIL1201,781.77,97.53,97.53,416.71,29.44,0,335.16
6/3/2024,0,N2-NHAL1201,224.02,93.78,93.78,984.31,33.49,0,658.7
6/3/2024,0,N2-NHRI1201,235.9,95.98,95.98,979.17,32.5,0,655.73
6/3/2024,0,N2-NHUN1203,720.51,82.09,82.09,361.16,28.58,0,296.24
6/3/2024,0,N2-NKDU1202,327.44,97.66,97.66,409.4,28.84,0,335.04
6/3/2024,0,N2-NKKA1201,349.15,94.29,94.29,564.07,28.16,0,418.31
6/3/2024,0,N2-NMDI1201,279.86,97.81,97.81,915.56,31.05,0,619.25
6/3/2024,0,N2-NMDY1201,352.19,92.4,92.4,517.53,30.68,0,394.28
6/3/2024,0,N2-NMND1201,315.54,93.1,93.1,766.35,33.83,0,536.73
6/3/2024,0,N2-NMTA1201,321.18,95.77,95.77,500.01,29.65,0,385.4
6/3/2024,0,N2-NOGH1201,254.36,93.37,93.37,927.37,31.84,0,624.72
6/3/2024,0,N2-NPTN1201,497.78,92.5,92.5,445.65,26.88,0,348.72
6/3/2024,0,N2-NSHA1202,655.96,93.82,93.82,843,35.88,0,578.55
6/3/2024,0,N2-NSKI1201,291.45,94.91,94.91,852.39,33.98,0,585.85
6/3/2024,0,N2-NSWT1201,355.55,94.91,94.91,468.51,28.61,0,365.97
6/3/2024,0,N2-NSWT1202,233.3,94.04,94.04,761.27,31.96,0,533.13
6/3/2024,0,N2-NTAX1201,208.81,96.47,96.47,1033.75,43.29,0,698.55
6/3/2024,0,N2-NTKT1201,299.03,95.08,95.08,850.42,29.85,0,580.17
6/3/2024,0,N2-NTMG7201,325.54,96.1,96.1,669.62,29.52,0,479.61
6/3/2024,0,N3-NBAY1201,284.19,97.33,97.33,711.76,67.78,0,546.56
6/3/2024,0,N3-NBNE1201,380.11,96.12,96.12,1062.37,78.81,0,752.03
6/3/2024,0,N3-NBNN1202,158.08,95.82,95.82,2059.57,42.3,0,1267.53
6/3/2024,0,N3-NCGY1201,207.27,94.27,94.27,1072.39,33.57,0,708.13
6/3/2024,0,N3-NCHD1203,230.01,88.32,88.32,1360.17,38.86,0,870.69
6/3/2024,0,N3-NDBN4203,498.31,0,0,702.95,20.7,0,438.54
6/3/2024,0,N3-NDGI1201,210.45,92.8,92.8,1064.83,34.39,0,704.08
6/3/2024,0,N3-NDIK1201,285.73,100,100,821.42,33.55,0,570.76
6/3/2024,0,N3-NDIK1207,603.89,100,100,1001.85,31.18,0,665.19
6/3/2024,0,N3-NDIK1208,452.64,0,0,750.23,37.51,0,483.95
6/3/2024,0,N3-NHNG1202,339.17,98.35,98.35,928.56,42.59,0,638.97
6/3/2024,0,N3-NJRA1201,193.53,95.69,95.69,1091.75,50.55,0,738.6
6/3/2024,0,N3-NKMR1203,231.91,90.62,90.62,1158.35,43.75,0,765.13
6/3/2024,0,N3-NKRK1202,204.25,95.14,95.14,1253.03,35.83,0,811.47
6/3/2024,0,N3-NLDK1201,209.9,96.32,96.32,1095.94,63.4,0,755.36
6/3/2024,0,N3-NLHT1201,264.8,86.27,86.27,1088.93,39.24,0,719.05
6/3/2024,0,N3-NLKM1201,144.46,79.43,79.43,1852.62,35.37,0,1136.8
6/3/2024,0,N3-NLKM1203,246.72,88.73,88.73,1143.09,39.56,0,750.9
6/3/2024,0,N3-NMAG1202,426.33,95.86,95.86,544.77,30.4,0,410.09
6/3/2024,0,N3-NMDN1201,239.17,93.94,93.94,1063.38,33.42,0,702.48
6/3/2024,0,N3-NMDN1204,209.71,96.24,96.24,1168.9,38.99,0,768.73
6/3/2024,0,N3-NNOW1201,286.45,97.28,97.28,806.31,33.34,0,560.77
6/3/2024,0,N3-NOHT1207,183.45,97.91,97.91,1402.06,36.96,0,897.11
6/3/2024,0,N3-NPAB1201,222.03,96.92,96.92,1245.65,34.82,0,806.96
6/3/2024,0,N3-NPCH1201,349.69,100,100,586.91,26.16,0,431.63
6/3/2024,0,N3-NPEW1202,285.84,94.4,94.4,990.47,32.73,0,660.97
6/3/2024,0,N3-NPEW1210,271.36,95.15,95.15,896.22,32.38,0,608.74
6/3/2024,0,N3-NPHR1202,364.87,94.29,94.29,1340.16,30.89,0,852.35
6/3/2024,0,N3-NPIR1201,321.25,78.07,78.07,959.05,31.16,0,633.25
6/3/2024,0,N3-NRSP1201,303.05,94.01,94.01,928.26,53.63,0,649.26
6/3/2024,0,N3-NSQD1201,203.97,93.99,93.99,1247.22,33.44,0,805.01
6/3/2024,0,N3-NTBI1201,206.89,95.68,95.68,1000.37,33.72,0,669
6/3/2024,0,N3-NTGI1201,158.91,92.18,92.18,1057.97,35.13,0,701.3
6/3/2024,0,N3-NTNK1201,171.96,94.22,94.22,1231.64,33.77,0,797.16
6/3/2024,0,S1-SCMN1202,1394.23,0,0,124.35,30.1,0,118.59
6/3/2024,0,S1-SDAL1202,313.83,0,0,192.28,15.68,0,151.11
6/3/2024,0,S1-SDAY1201,554.46,0,0,741.38,45.03,0,486.37
6/3/2024,0,S1-SDMJ1201,560.82,0,0,531.4,26.96,0,349.57
6/3/2024,0,S1-SDUK1202,263.14,0,0,108.8,28.5,0,119.48
6/3/2024,0,S1-SHUB1202,796.77,0,0,621.14,61.11,0,435.01
6/3/2024,0,S1-SKHI1201,1326.08,0,0,509.11,29.09,0,331.9
6/3/2024,0,S1-SKHI1221,434.3,100,100,814.05,27.82,0,558.82
6/3/2024,0,S1-SKHI1228,1127.9,0,0,527.51,28.49,0,343.44
6/3/2024,0,S1-SKHI1232,385.53,100,100,573.25,29.74,0,427.66
6/3/2024,0,S1-SKHI1235,988.86,100,100,771.22,27.02,0,528.59
6/3/2024,0,S1-SKHI1241,585.79,0,0,646.49,23.24,0,409.13
6/3/2024,0,S1-SKHI1243,200.43,60,60,173.37,22.54,0,179.36
6/3/2024,0,S1-SKHI1244,357.48,0,0,838.04,32.73,0,528.37
6/3/2024,0,S1-SKHI1245,569.67,0,0,943.12,25.87,0,577
6/3/2024,0,S1-SKHI1248,668.08,0,0,651.69,30.31,0,419.05
6/3/2024,0,S1-SKHI1251,396.88,100,100,898.91,25.15,0,603.37
6/3/2024,0,S1-SKHI1253,576.7,0,0,471.15,34.74,0,324.58
6/3/2024,0,S1-SKHI1254,964.03,0,0,1416.87,35.47,0,846.92
6/3/2024,0,S1-SKHI1255,217.73,100,100,363.62,22.28,0,304.59
6/3/2024,0,S1-SKHI1256,693.51,0,0,513.05,25.82,0,336.78
6/3/2024,0,S1-SKHI1257,251.17,0,0,1041.21,27.18,0,636.14
6/3/2024,0,S1-SKHI1258,750.53,100,100,463.63,31.68,0,365.27
6/3/2024,0,S1-SKHI1259,404.06,100,100,565.42,25.38,0,418.28
6/3/2024,0,S1-SKHI1260,230.89,100,100,4298.35,26.21,0,2494.79
6/3/2024,0,S1-SKHI1261,460.73,0,0,706.54,31.26,0,452.65
6/3/2024,0,S1-SKHI1262,192.15,0,0,837.52,16.83,0,512.07
6/3/2024,0,S1-SKHI5219,226.39,0,0,1001.13,39.82,0,628.16
6/3/2024,0,S1-SKHI5220,314.49,0,0,105.73,22.32,0,110.39
6/3/2024,0,S1-SKHZ7201,331.72,0,0,566.48,32.82,0,377.86
6/3/2024,0,S1-SKLT5201,346.84,0,0,0,12.47,0,40.39
6/3/2024,0,S1-SLRI7201,944.48,100,100,622.01,26.84,0,445.94
6/3/2024,0,S1-SMST5201,412.06,100,100,508.96,18.55,0,379.25
6/3/2024,0,S1-SNAS7201,848.07,0,0,35.12,19.97,0,63.22
6/3/2024,0,S1-SNKI1201,522.63,0,0,366.8,29.27,0,261.07
6/3/2024,0,S1-SNKI7201,444.26,0,0,1281.62,33.11,0,774.36
6/3/2024,0,S1-SQSU5201,384.54,0,0,479.12,28.56,0,324.07
6/3/2024,0,S1-SRIB1201,1567.27,100,100,141.23,15.52,0,160.03
6/3/2024,0,S1-SSBI1202,500.48,0,0,303.94,33.45,0,231.02
6/3/2024,0,S1-STRB1201,818.42,0,0,375.39,27.45,0,260.87
6/3/2024,0,S1-SUET1207,252.15,0,0,130.96,26.45,0,129.62
6/3/2024,0,S1-SUET1209,460.51,100,100,833.54,40.9,0,583.92
6/3/2024,0,S1-SUET1210,3141.5,0,0,52.19,22.31,0,52.37
6/3/2024,0,S1-SUET1212,636.3,100,100,595.7,33.35,0,441.64
6/3/2024,0,S1-SUET1213,674.92,0,0,629.7,28.14,0,404.35
6/3/2024,0,S1-SUTH5201,420.37,0,0,810.87,21.18,0,499.81
6/3/2024,0,S1-SZHB1201,306.83,0,0,103.02,14.28,0,100.03
6/3/2024,0,S2-FKBL4201,220.11,0,0,328.45,22.01,0,234.73
6/3/2024,0,S2-FKHN1202,204.41,100,100,94.45,14.59,0,146.64
6/3/2024,0,S2-FLQT7201,998.22,0,0,651.37,26.5,0,411.33
6/3/2024,0,S2-SADU1201,269.21,0,0,208.04,38.66,0,185.84
6/3/2024,0,S2-SBDN1202,2406.99,0,0,540.56,21.97,0,330.65
6/3/2024,0,S2-SDGR1201,566.44,100,100,1054.39,18.16,0,680.29
6/3/2024,0,S2-SDKI1201,501.26,0,0,401.11,38.04,0,290.09
6/3/2024,0,S2-SGOL1202,611.34,0,0,96.74,21.72,0,101.76
6/3/2024,0,S2-SHAL5201,140.77,100,100,1379.65,25.2,0,873.06
6/3/2024,0,S2-SHDD1204,1644.32,100,100,1780.05,16.84,0,1071.18
6/3/2024,0,S2-SHDD1206,389.97,100,100,1056.11,27.71,0,693.62
6/3/2024,0,S2-SHDD1207,2190.53,100,100,540.65,29.22,0,390.92
6/3/2024,0,S2-SHDD1208,582.19,0,0,219.35,29.09,0,178.36
6/3/2024,0,S2-SILK1201,384.36,0,0,136.01,23.33,0,127.64
6/3/2024,0,S2-SJCB1202,0,0,0,101.9,15.33,0,103.64
6/3/2024,0,S2-SKHP1201,310.57,88.89,88.89,1085.41,38.53,0,717.16
6/3/2024,0,S2-SKHR1203,140.68,0,0,780.4,1155.58,0,1746.13
6/3/2024,0,S2-SKND5201,2471.61,0,0,391.99,24.55,0,250.33
6/3/2024,0,S2-SKNS1201,650.49,0,0,49.99,14.53,0,67.41
6/3/2024,0,S2-SKSM7201,301.55,0,0,705.49,18.29,0,439.25
6/3/2024,0,S2-SKUN1203,227.14,0,0,807.06,30.82,0,510.34
6/3/2024,0,S2-SLAR1202,786.32,100,100,372.16,242.97,0,548.86
6/3/2024,0,S2-SLAR1204,747.38,100,100,2085.51,31.52,0,1266.17
6/3/2024,0,S2-SLAR1205,127.79,0,0,862.6,39.02,0,551.3
6/3/2024,0,S2-SMBP1202,261.99,0,0,1500.34,21.71,0,885.02
6/3/2024,0,S2-SMEH1201,1829.34,0,0,257.71,36.63,0,195.58
6/3/2024,0,S2-SMIT1201,726.47,0,0,302.24,31.26,0,225.38
6/3/2024,0,S2-SMOR1204,100.87,0,0,57.37,38.05,0,103.14
6/3/2024,0,S2-SMPK1202,493.17,0,0,669.6,29.17,0,429.48
6/3/2024,0,S2-SNAU1201,599.33,0,0,50.36,11.27,0,64.51
6/3/2024,0,S2-SPAK1201,339.79,0,0,237,25.02,0,186.07
6/3/2024,0,S2-SQAS1202,1785.9,100,100,182.06,24.71,0,190.74
6/3/2024,0,S2-SRAT1203,678.15,0,0,318.61,29.29,0,232.77
6/3/2024,0,S2-SRNP1201,1042.91,0,0,827.75,31.65,0,514.6
6/3/2024,0,S2-SROH1201,787.73,0,0,54.55,21.44,0,76.25
6/3/2024,0,S2-SSAJ1202,166.13,0,0,559.23,30.61,0,373.03
6/3/2024,0,S2-SSEW1203,167.33,0,0,430.89,20.02,0,289.95
6/3/2024,0,S2-SSHD7201,10885.09,0,0,63.88,16.48,0,-25.05
6/3/2024,0,S2-SSKP1203,351.95,0,0,86.3,31.86,0,109.82
6/3/2024,0,S2-SSKZ1204,234.96,0,0,849.28,33.59,0,536.79
6/3/2024,0,S2-SSNG1201,273.33,0,0,1244.19,36.16,0,758.66
6/3/2024,0,S2-STAY1203,358.49,100,100,551.19,535.5,0,977.63
6/3/2024,0,S2-STDM1202,283.86,0,0,714.83,31.13,0,458.88
6/3/2024,0,S2-STHA1203,176.8,0,0,1183.68,30.96,0,720.23
6/3/2024,0,S2-STMK7201,609.78,0,0,526.83,27.87,0,347.55
6/3/2024,0,S2-SUMK1201,1091.47,25,25,1034.51,35.92,0,646.22
6/3/2024,0,S2-SWNS1205,351.47,0,0,778.92,43.51,0,507.56
5/3/2024,23,C1-CBPU1202,82.03,0,0,28.15,22.11,0,69.39
5/3/2024,23,C1-CHAV1203,1208.12,0,0,44.63,14.38,0,58.69
5/3/2024,23,C1-CKAM1202,331.37,0,0,79.04,20.81,0,93.72
5/3/2024,23,C1-CKHN1202,878.48,100,100,702.58,29.74,0,494.58
5/3/2024,23,C1-CKRK1202,136.81,0,0,55.8,19.58,0,81.39
