day,hours,clusterid,applicationresponselatency,applicationsuccessratio,applicationaccessibility,downlinkthroughput,uplinkthroughput,servicecutoffratio,facebookqoe
5/3/2024,4,N2-NCKD1201,157.09,89.06,10.94,1860.17,34.48,0,1125.17
5/3/2024,4,N2-NCLS1201,681.91,100,0,704.07,28.03,0,470.48
5/3/2024,4,N2-NDIR1201,367.53,98.9,1.1,2721.72,30.89,0,1597.71
5/3/2024,4,N2-NDIR1202,277.74,97.17,2.83,1789.51,38.45,0,1089.12
5/3/2024,4,N2-NDSU1201,166.64,100,0,1270.13,29.62,0,791.87
5/3/2024,4,N2-NGHU1201,145.29,96.37,3.63,1835.72,34.57,0,1111.8
5/3/2024,4,N2-NGIL1201,435.64,95.04,4.96,956.73,35.78,0,621.92
5/3/2024,4,N2-NHAL1201,158.22,97.56,2.44,2050.23,35.32,0,1231.68
5/3/2024,4,N2-NHRI1201,231.76,97.46,2.54,1681.41,33.98,0,1024.55
5/3/2024,4,N2-NHUN1203,332.97,100,0,1124.06,29.23,0,708.63
5/3/2024,4,N2-NKDU1202,208.19,91.6,8.4,2103.53,51.27,0,1278.51
5/3/2024,4,N2-NKKA1201,150.15,95.6,4.4,1164.7,30.07,0,733.97
5/3/2024,4,N2-NMDI1201,162.65,88.64,11.36,1404.79,34.93,0,872.62
5/3/2024,4,N2-NMDY1201,183.8,94.8,5.2,1957.26,31.22,0,1175.22
5/3/2024,4,N2-NMND1201,181.02,92.68,7.32,1436,54.45,0,911.47
5/3/2024,4,N2-NMTA1201,174.17,92.05,7.95,1574.93,47.68,0,981.2
5/3/2024,4,N2-NOGH1201,193.91,91.68,8.32,1701.28,42.11,0,1045.01
5/3/2024,4,N2-NPTN1201,192.3,100,0,996.72,28.21,0,638.15
5/3/2024,4,N2-NSHA1202,244.81,98.09,1.91,2039.81,44.22,0,1234.91
5/3/2024,4,N2-NSKI1201,151.31,93.83,6.17,2424.4,35.01,0,1439.28
5/3/2024,4,N2-NSWT1201,121.13,96.93,3.07,1796.56,34.38,0,1090.08
5/3/2024,4,N2-NSWT1202,163.64,97.39,2.61,1280.02,41.65,0,810.76
5/3/2024,4,N2-NTAX1201,143.87,78.66,21.34,1682.49,39.61,0,1032.29
5/3/2024,4,N2-NTKT1201,199.29,91.18,8.82,1402.27,31.88,0,867.47
5/3/2024,4,N2-NTMG7201,182.11,95.32,4.68,1866.97,47.97,0,1143.68
5/3/2024,4,N3-NBAY1201,285.18,99.75,0.25,962.5,27.49,0,617.41
5/3/2024,4,N3-NBNE1201,397.67,97.9,2.1,1478.22,34.38,0,910.46
5/3/2024,4,N3-NBNN1202,207.85,98.1,1.9,2139.08,129.4,0,1385.08
5/3/2024,4,N3-NCGY1201,139.44,93.96,6.04,2276.85,115.86,0,1447.26
5/3/2024,4,N3-NCHD1203,124.92,96.43,3.57,2098.28,34.03,0,1257.27
5/3/2024,4,N3-NDBN4203,709.14,0,0,43.87,24.81,0,74.85
5/3/2024,4,N3-NDGI1201,162.1,96.89,3.11,1723.49,36.27,0,1051.17
5/3/2024,4,N3-NDIK1201,117.13,0,0,677.88,29.96,0,438.72
5/3/2024,4,N3-NDIK1207,148.58,0,0,1317.78,38.55,0,803.45
5/3/2024,4,N3-NDIK1208,144.4,0,0,75.46,36.11,0,110.6
5/3/2024,4,N3-NHNG1202,254.28,89.9,10.1,3451.6,33.66,0,2007.41
5/3/2024,4,N3-NJRA1201,216.8,96.55,3.45,2147.78,36.03,0,1286.08
5/3/2024,4,N3-NKMR1203,140.97,95.83,4.17,2186.22,35.94,0,1308.09
5/3/2024,4,N3-NKRK1202,148.18,95.99,4.01,2167.83,35.56,0,1297.38
5/3/2024,4,N3-NLDK1201,160.04,96.42,3.58,2409.46,35.5,0,1431.43
5/3/2024,4,N3-NLHT1201,130.64,98.48,1.52,2140.52,36.46,0,1283.38
5/3/2024,4,N3-NLKM1201,133.86,98.45,1.55,2167.67,36.64,0,1298.63
5/3/2024,4,N3-NLKM1203,155.3,97.17,2.83,1671.15,33.33,0,1018.9
5/3/2024,4,N3-NMAG1202,369.77,92.24,7.76,874.81,29.14,0,569.69
5/3/2024,4,N3-NMDN1201,117.01,98.34,1.66,2444.03,37.12,0,1452.87
5/3/2024,4,N3-NMDN1204,138.8,93.16,6.84,2299.28,33.18,0,1367.86
5/3/2024,4,N3-NNOW1201,171.33,94.61,5.39,1782.15,35.03,0,1082.29
5/3/2024,4,N3-NOHT1207,136.19,94.8,5.2,2212.19,94.18,0,1387.28
5/3/2024,4,N3-NPAB1201,150.46,94.19,5.81,1895.16,35.87,0,1146.22
5/3/2024,4,N3-NPCH1201,217.84,100,0,2751.44,30.74,0,1615.55
5/3/2024,4,N3-NPEW1202,145.68,98.41,1.59,2151.61,35.2,0,1287.99
5/3/2024,4,N3-NPEW1210,163,96.35,3.65,2200,50.58,0,1331.79
5/3/2024,4,N3-NPHR1202,164.42,100,0,2609.64,40.92,0,1548.62
5/3/2024,4,N3-NPIR1201,110.37,100,0,1833.59,36.42,0,1113.02
5/3/2024,4,N3-NRSP1201,215.3,96.26,3.74,1742.31,33.97,0,1058.54
5/3/2024,4,N3-NSQD1201,216.89,99.4,0.6,1535.61,174.83,0,1100.2
5/3/2024,4,N3-NTBI1201,150.56,94.67,5.33,1886.84,34.52,0,1140.09
5/3/2024,4,N3-NTGI1201,205.58,96.6,3.4,1907.3,33.8,0,1150.11
5/3/2024,4,N3-NTNK1201,150.15,96.69,3.31,2532.67,33.39,0,1497.64
5/3/2024,4,S1-SDAL1202,650.62,0,0,56.81,22,0,79.5
5/3/2024,4,S1-SDAY1201,963.23,0,0,839.1,25.72,0,515.11
5/3/2024,4,S1-SDMJ1201,120.28,0,0,58.31,0,0,61.19
5/3/2024,4,S1-SHUB1202,0,0,0,0,10,0,41.11
5/3/2024,4,S1-SKHI1201,343.87,0,0,335.07,18.91,0,233.72
5/3/2024,4,S1-SKHI1221,338.69,0,0,1068.08,11.89,0,633.2
5/3/2024,4,S1-SKHI1228,304.86,0,0,29.78,25.19,0,71.48
5/3/2024,4,S1-SKHI1232,1443.6,0,0,453.39,30.05,0,300.84
5/3/2024,4,S1-SKHI1241,276.38,0,0,587.9,44.58,0,403.38
5/3/2024,4,S1-SKHI1243,189.03,0,0,1039.66,14.55,0,621.87
5/3/2024,4,S1-SKHI1244,114.38,100,0,5088.87,33.74,0,2918.5
5/3/2024,4,S1-SKHI1245,847.39,0,0,543.21,32.28,0,359.18
5/3/2024,4,S1-SKHI1248,191.24,0,0,3468.58,38.19,0,1997.51
5/3/2024,4,S1-SKHI1251,319.65,0,0,68.29,16.06,0,82.59
5/3/2024,4,S1-SKHI1253,366.61,0,0,883.7,45.79,0,568.16
5/3/2024,4,S1-SKHI1254,281.55,0,0,346.74,43.08,0,267.68
5/3/2024,4,S1-SKHI1255,400.51,0,0,99.28,24.15,0,107.98
5/3/2024,4,S1-SKHI1256,92.81,0,0,61.81,33.53,0,100.67
5/3/2024,4,S1-SKHI1257,129.23,0,0,33.04,0,0,47.06
5/3/2024,4,S1-SKHI1258,186.09,0,0,768.88,40.83,0,500.66
5/3/2024,4,S1-SKHI1259,570.19,100,0,1539.99,33.69,0,942.28
5/3/2024,4,S1-SKHI1260,147.77,0,0,803.14,24.24,0,501.64
5/3/2024,4,S1-SKHI1261,420.18,0,0,1130.24,31.81,0,689.05
5/3/2024,4,S1-SKHI1262,115.29,0,0,640.06,44.7,0,434.1
5/3/2024,4,S1-SKHI5219,87.59,0,0,29.94,24.04,0,72.47
5/3/2024,4,S1-SKHI5220,194.49,0,0,171.66,38.39,0,166.08
5/3/2024,4,S1-SNKI1201,602.75,0,0,46.61,15.2,0,66.76
5/3/2024,4,S1-SRIB1201,148.11,0,0,1106.6,35.9,0,683.19
5/3/2024,4,S1-SSBI1202,112.81,0,0,88.99,35.43,0,117.68
5/3/2024,4,S1-STRB1201,376.79,0,0,194.47,17.18,0,153.36
5/3/2024,4,S1-SUET1209,1420.21,0,0,65.36,29.78,0,85.2
5/3/2024,4,S1-SUET1210,176.35,0,0,244.93,24.44,0,191.46
5/3/2024,4,S1-SUET1212,511.91,0,0,2976.44,28.14,0,1709.73
5/3/2024,4,S1-SUET1213,219.98,0,0,58.32,27.67,0,90.94
5/3/2024,4,S1-SUTH5201,2111.89,0,0,15.8,11.09,0,29.98
5/3/2024,4,S1-SZHB1201,138.65,0,0,0,11.99,0,41.94
5/3/2024,4,S2-FKBL4201,3266.67,0,0,757.65,32.22,0,454.05
5/3/2024,4,S2-FKHN1202,682.47,0,0,0,11.72,0,36.2
5/3/2024,4,S2-FLQT7201,980.06,0,0,106.88,21.77,0,103.77
5/3/2024,4,S2-SADU1201,157.79,0,0,2559.82,35.76,0,1490.28
5/3/2024,4,S2-SBDN1202,96.8,0,0,88.67,40.27,0,123.04
5/3/2024,4,S2-SDGR1201,93.86,0,0,852.7,46.35,0,554.28
5/3/2024,4,S2-SGOL1202,116.62,0,0,652.43,12.61,0,405.31
5/3/2024,4,S2-SHAL5201,645.02,0,0,0,8.91,0,33.45
5/3/2024,4,S2-SHDD1204,394.85,0,0,1212.58,33.68,0,737.13
5/3/2024,4,S2-SHDD1206,241.55,0,0,1251.56,36.61,0,763.57
5/3/2024,4,S2-SHDD1207,238.31,0,0,1249.74,35.39,0,761.24
5/3/2024,4,S2-SHDD1208,108.86,0,0,113.28,43.61,0,140.3
5/3/2024,4,S2-SILK1201,137.6,0,0,70.35,52.37,0,125.9
5/3/2024,4,S2-SJCB1202,149.65,0,0,210.35,26.86,0,175.21
5/3/2024,4,S2-SKHP1201,2215.95,0,0,40.04,12.59,0,44.07
5/3/2024,4,S2-SKHR1203,240.79,0,0,264.99,42.07,0,221.55
5/3/2024,4,S2-SKNS1201,322.56,0,0,2119.28,25.24,0,1232.2
5/3/2024,4,S2-SKSM7201,248.1,0,0,641.06,36.18,0,423.86
5/3/2024,4,S2-SLAR1202,132.73,0,0,101.95,36.45,0,125.81
5/3/2024,4,S2-SLAR1204,193.04,0,0,1223.42,37.96,0,749.93
5/3/2024,4,S2-SMBP1202,169.73,0,0,161.14,21.92,0,142.18
5/3/2024,4,S2-SMIT1201,0,0,0,0,12.5,0,43.89
5/3/2024,4,S2-SMOR1204,112.21,0,0,64.89,22.69,0,90.14
5/3/2024,4,S2-SMPK1202,748.75,0,0,154.32,20.75,0,131.3
5/3/2024,4,S2-SNAU1201,335.63,0,0,78.78,28.44,0,102.01
5/3/2024,4,S2-SPAK1201,1329.31,0,0,162.27,18.32,0,127.21
5/3/2024,4,S2-SQAS1202,0,0,0,86.92,22.61,0,103.41
5/3/2024,4,S2-SRNP1201,171.53,0,0,604.31,30.63,0,398.05
5/3/2024,4,S2-SROH1201,97.51,0,0,59.45,28.68,0,93.92
5/3/2024,4,S2-SSEW1203,6226.63,0,0,50.47,15.51,0,13.01
5/3/2024,4,S2-SSHD7201,3659.37,0,0,200.05,30.04,0,137.92
5/3/2024,4,S2-SSNG1201,0,0,0,1844.49,16.05,0,1072.55
5/3/2024,4,S2-STAY1203,3440.2,0,0,0,10,0,6.71
5/3/2024,4,S2-STHA1203,318.1,0,0,127.14,21.42,0,121.25
5/3/2024,4,S2-SUMK1201,1713.1,0,0,391.98,19.39,0,252.18
5/3/2024,3,C1-CBPU1202,106.65,0,0,928.37,28.81,0,576.71
5/3/2024,3,C1-CHAV1203,90.64,0,0,223.39,39.98,0,197.62
5/3/2024,3,C1-CKAM1202,1276,100,0,151.7,22.36,0,151.36
5/3/2024,3,C1-CKHN1202,414.49,0,0,73.3,35.3,0,105.8
5/3/2024,3,C1-CKRK1202,266.45,0,0,73.8,27.69,0,99.1
5/3/2024,3,C1-CLHE1207,204.24,0,0,99.49,38.27,0,125.75
5/3/2024,3,C1-CLHE1210,379.06,0,0,974.48,27.05,0,597.64
5/3/2024,3,C1-CLHE1229,195.24,0,0,2068.61,19.7,0,1199.16
5/3/2024,3,C1-CLHE1234,380.66,0,0,363.65,26.6,0,257.78
5/3/2024,3,C1-CLHE1235,817.97,0,0,275.91,23.7,0,201.44
5/3/2024,3,C1-CLHE1238,154.78,0,0,1027.95,33.35,0,636.59
5/3/2024,3,C1-CLHE1239,135.3,0,0,660.83,38.45,0,438.5
5/3/2024,3,C1-CLHE1242,321.95,100,0,1777.91,26.86,0,1069.35
5/3/2024,3,C1-CLHE1244,144.93,0,0,537.82,29.72,0,360.36
5/3/2024,3,C1-CLHE1245,188.49,0,0,299.28,27.02,0,224.4
5/3/2024,3,C1-COKR1204,95.33,0,0,48.14,13.83,0,71.16
5/3/2024,3,C1-CRKH1202,157,0,0,960.88,39.17,0,605.77
5/3/2024,3,C1-CSRA1207,181.71,0,0,1074.28,29.69,0,657.99
5/3/2024,3,C1-CSWL1208,183.81,0,0,42.3,28.17,0,82.96
5/3/2024,3,C1-CSWL1209,0,0,0,48.71,23.28,0,82.93
5/3/2024,3,C1-FARW1204,223.66,0,0,73.77,31.65,0,103.91
5/3/2024,3,C1-FCCW1202,79.25,0,0,171.78,65.3,0,197.2
5/3/2024,3,C1-FPKT1202,91.48,0,0,2101.34,39.39,0,1240.26
5/3/2024,3,C2-CSFD1202,1872.04,0,0,54.88,11.44,0,54.48
5/3/2024,3,C2-FBHL1203,886.86,40,60,696.04,34.79,0,471.48
5/3/2024,3,C2-FBHR1203,128.61,96.77,3.23,1951,45.61,0,1188.28
5/3/2024,3,C2-FCHN1204,102.1,0,0,563.11,19.95,0,363.98
5/3/2024,3,C2-FCHN1205,103.23,100,0,2171.02,28.42,0,1291.67
5/3/2024,3,C2-FFSD1210,706.39,0,0,138.77,18.2,0,120.25
5/3/2024,3,C2-FFSD1212,771.87,0,0,1280.2,30.9,0,767.84
5/3/2024,3,C2-FFSD1213,196.38,0,0,1141.75,33.72,0,699.81
5/3/2024,3,C2-FFSD1214,336.66,0,0,847.43,41.02,0,543.01
5/3/2024,3,C2-FFSD1219,733.95,0,0,81.56,26.54,0,97.46
5/3/2024,3,C2-FFSD1220,221.54,100,0,900.27,68.43,0,628.97
5/3/2024,3,C2-FFSD1221,81.38,0,0,517.44,39.45,0,360.49
5/3/2024,3,C2-FJRW1203,271.01,0,0,1753.38,38.98,0,1044.7
5/3/2024,3,C2-FJRW1204,676.81,100,0,1162.45,26.32,0,723.28
5/3/2024,3,C2-FKHB1205,182.62,0,0,524.54,27.33,0,349.95
5/3/2024,3,C2-FKML7201,223.09,0,0,219.58,24.49,0,176.97
5/3/2024,3,C2-FKMN7201,219.29,0,0,739.59,33.64,0,476.07
5/3/2024,3,C2-FMNW1206,97.76,0,0,341.87,20.66,0,241.91
5/3/2024,3,C2-FPML1201,130.37,0,0,773.66,34.55,0,496.9
5/3/2024,3,C2-FSGD1204,878.49,0,0,143.96,18.5,0,121.75
5/3/2024,3,C2-FSGD1206,1242.19,0,0,37.42,21.31,0,62.04
5/3/2024,3,C2-FSGD1209,417.27,0,0,463.74,14.27,0,299.32
5/3/2024,3,C2-FSGL1203,409.01,0,0,1429.33,34.71,0,858.55
5/3/2024,3,C2-FSHK1201,354.3,0,0,54.94,15.09,0,73.75
5/3/2024,3,C2-FSHN1201,606.96,0,0,622.54,25.69,0,398.33
5/3/2024,3,C2-FSMN7202,182.45,0,0,1433.36,35.16,0,863.55
5/3/2024,3,C2-FSWI7201,291.23,0,0,1829.47,38.45,0,1086.18
5/3/2024,3,C2-FTDA1201,179.59,0,0,412.34,30.34,0,290.99
5/3/2024,3,C2-FTTS1203,1377.12,0,0,2123.73,30,0,1229.41
5/3/2024,3,C2-FTTS1204,448.26,0,0,57.34,20.63,0,80.3
5/3/2024,3,C3-FAPR1201,136.37,0,0,674.25,33.24,0,440.15
5/3/2024,3,C3-FBKR1202,291.49,0,0,485.71,35.41,0,336.27
5/3/2024,3,C3-FBKR1203,440.57,0,100,568.3,34.48,0,404.63
5/3/2024,3,C3-FBWP1201,225.24,0,0,1313.65,43.34,0,805.71
5/3/2024,3,C3-FBWP1203,108.44,0,0,12.42,15.41,0,52.94
5/3/2024,3,C3-FCHM4202,473.71,0,0,77.88,32.81,0,104.99
5/3/2024,3,C3-FCKA1202,129.64,0,0,91.19,40.09,0,123.91
5/3/2024,3,C3-FCSS1203,1955.05,0,0,107.45,22.13,0,94.73
5/3/2024,3,C3-FDGK1204,416.18,0,0,613.65,30.32,0,400.44
5/3/2024,3,C3-FDKN1201,154.43,0,0,16.06,20.49,0,60.14
5/3/2024,3,C3-FDNY1201,247.97,0,0,911.94,38.15,0,576.54
5/3/2024,3,C3-FFAB1201,228.99,0,0,25.1,35.22,0,80.79
5/3/2024,3,C3-FFTP1202,162.59,100,0,700.2,32.82,0,478.84
5/3/2024,3,C3-FJAM1202,2298.44,0,0,1756.33,17.34,0,1002.02
5/3/2024,3,C3-FJAN1202,107.43,0,0,1175.03,16,0,699.5
5/3/2024,3,C3-FJNG1208,856.41,0,0,221.59,19.42,0,166.12
5/3/2024,3,C3-FJNG1210,88.16,0,0,1092.82,19.66,0,658.09
5/3/2024,3,C3-FJNG1211,527.89,0,0,669.06,16.27,0,414.5
5/3/2024,3,C3-FJNG1212,254.94,0,0,131.68,28.73,0,132.53
5/3/2024,3,C3-FJNG1213,224.73,0,0,106.77,26.85,0,116.9
5/3/2024,3,C3-FJPW1203,174.81,0,0,707.56,40.05,0,465.84
5/3/2024,3,C3-FKAD1203,154.8,0,0,1543.18,30.94,0,920.15
5/3/2024,3,C3-FKBW1204,277.89,0,0,2736.47,26.98,0,1577.46
5/3/2024,3,C3-FKCT1201,472.87,0,0,60.43,17.85,0,78.68
5/3/2024,3,C3-FKHT4201,136.5,0,0,24.56,15.47,0,59.47
5/3/2024,3,C3-FLOD1204,143.38,0,0,14.36,20.83,0,59.69
5/3/2024,3,C3-FLYA1203,84.87,0,0,40.53,26.64,0,81.27
5/3/2024,3,C3-FMCN1202,197.86,0,0,77.48,43.66,0,119.58
5/3/2024,3,C3-FMLC4201,242.54,0,0,781.49,40.05,0,506.24
5/3/2024,3,C3-FMUX1214,92.47,0,0,24.06,25.85,0,71.16
5/3/2024,3,C3-FMUX1215,324.9,0,0,361.86,19.14,0,249.05
5/3/2024,3,C3-FMZG1201,248.22,0,0,97.75,16.51,0,100.17
5/3/2024,3,C3-FPLN1202,338.46,0,0,613.46,32.07,0,403.06
5/3/2024,3,C3-FRJK1201,349.38,0,0,31.4,28.12,0,75.2
5/3/2024,3,C3-FRJN1203,153.41,0,0,1399.49,52.47,0,864.26
5/3/2024,3,C3-FSHD1201,191.31,0,0,0,13.6,0,43.2
5/3/2024,3,C3-FSKT1202,383.87,100,0,1972.85,28.42,0,1178.77
5/3/2024,3,C3-FSSD1202,303.83,0,0,671.21,22.92,0,425.32
5/3/2024,3,C3-FSUJ1201,1490.8,0,0,492.71,30.63,0,322.85
5/3/2024,3,C3-FTBS1201,119.36,0,0,53.88,25.82,0,87.43
5/3/2024,3,C3-FTSA1206,264.35,0,0,275.61,56.55,0,243.31
5/3/2024,3,C3-FVHR4205,89.23,0,0,20.63,28.51,0,72.25
5/3/2024,3,C3-FYZM1201,92.09,0,0,56.13,33.25,0,97.21
5/3/2024,3,C3-FYZM1202,139.05,0,0,133.17,14.05,0,118.2
5/3/2024,3,C4-CAPC1201,6577.48,0,0,300.61,24.57,0,158.53
5/3/2024,3,C4-CDNG1202,112.34,97.59,2.41,1782.32,33.75,0,1081.55
5/3/2024,3,C4-CDSK1202,1128.65,0,0,742.13,29.01,0,463.24
5/3/2024,3,C4-CDSK1203,30295.96,0,0,320.85,21.96,0,-70.31
5/3/2024,3,C4-CGJT1207,124.84,100,0,3442.57,38.17,0,2008.7
5/3/2024,3,C4-CGJT1208,338.25,100,0,1761.62,31.67,0,1065.48
5/3/2024,3,C4-CGUJ1207,102.66,0,0,634.53,25.91,0,410.28
5/3/2024,3,C4-CGUJ1209,377.99,0,0,209.74,23.82,0,169.21
5/3/2024,3,C4-CGUJ1210,223.51,0,0,1699.13,33.58,0,1009.04
5/3/2024,3,C4-CKHR1202,129.35,90.35,9.65,1567.46,228.45,0,1178.35
5/3/2024,3,C4-CLMA1201,106.74,95.56,4.44,1649.37,32.83,0,1006.73
5/3/2024,3,C4-CMBD1201,142.6,100,0,1262.05,31.15,0,789.32
5/3/2024,3,C4-CMBD1202,241.33,0,0,1133.01,33.24,0,693.97
5/3/2024,3,C4-CNWL1202,856.58,0,0,646.36,28.42,0,412.1
5/3/2024,3,C4-CNWL1204,765.49,0,0,442.96,25.08,0,296.3
5/3/2024,3,C4-CPBN1202,179.35,100,0,1012.12,28.49,0,647.15
5/3/2024,3,C4-CPHA1201,126.25,0,0,899.55,36.61,0,569.17
5/3/2024,3,C4-CPSR1204,795.2,0,0,905.64,30.14,0,558.67
5/3/2024,3,C4-CQDS1202,1213.67,0,0,950.29,34.75,0,584.41
5/3/2024,3,C4-CSAM1202,1246.81,0,0,668.97,33.04,0,425.89
5/3/2024,3,C4-CSLT1204,2250.05,0,0,30.19,14.33,0,40.19
5/3/2024,3,C4-CSLT1208,208.8,0,0,139.4,21.26,0,128.98
5/3/2024,3,C4-CSLT1212,525.25,0,0,1966.37,22.19,0,1141.83
5/3/2024,3,C4-CSLT1214,536.19,0,0,31.31,15.7,0,59.48
5/3/2024,3,C4-CWZD1201,160.37,0,0,1034.69,33.31,0,640.24
5/3/2024,3,N1-NBGH1201,292.39,91.31,8.69,2046.3,30.68,0,1223
5/3/2024,3,N1-NBHM1201,226.25,97.44,2.56,1686.27,32.01,0,1025.12
5/3/2024,3,N1-NCSI1203,396.85,79.12,20.88,1495.38,39.78,0,926
5/3/2024,3,N1-NCSS1203,161.27,95.22,4.78,2333.18,34.87,0,1388.34
5/3/2024,3,N1-NCWL1202,143.67,96.3,3.7,1798.59,38.94,0,1096.05
5/3/2024,3,N1-NDHR1202,374.12,96.22,3.78,1858.26,47.37,0,1136.26
5/3/2024,3,N1-NDNA1202,146.24,97.7,2.3,1756.19,34.08,0,1067.07
5/3/2024,3,N1-NFTJ1201,276.81,98.16,1.84,1852.37,74.38,0,1163.97
5/3/2024,3,N1-NGKN1202,119.71,93.78,6.22,1802.67,36.19,0,1095.5
5/3/2024,3,N1-NHAJ1201,211.85,96.15,3.85,1786.58,29.63,0,1078.35
5/3/2024,3,N1-NHTB1201,290.45,97.19,2.81,1784.93,38.36,0,1086.35
5/3/2024,3,N1-NISB1203,123.22,94.64,5.36,1397.36,35.81,0,869.87
5/3/2024,3,N1-NISB1206,137.21,96.88,3.12,1887.28,37.31,0,1143.57
5/3/2024,3,N1-NJLM1203,115.78,96.13,3.87,1808.85,46.11,0,1109.99
5/3/2024,3,N1-NKLI1201,274.34,97.67,2.33,1977.26,81.43,0,1241.21
5/3/2024,3,N1-NKRT1202,323.55,98.03,1.97,1704.71,30.48,0,1032.69
5/3/2024,3,N1-NKTA1202,141.86,94.13,5.87,1431.87,35.08,0,888.04
5/3/2024,3,N1-NKYL5201,196.55,100,0,1857.82,31.61,0,1120.28
5/3/2024,3,N1-NMAK1201,246.44,96.62,3.38,2187.28,34.3,0,1305.8
5/3/2024,3,N1-NMAK1202,274.92,95.49,4.51,2115.32,33.28,0,1264.41
5/3/2024,3,N1-NPDK1201,98.02,98.31,1.69,1653.63,34,0,1010.48
5/3/2024,3,N1-NPLD1201,250.99,96.01,3.99,2081.07,32.23,0,1244.45
5/3/2024,3,N1-NQML1205,246.88,97.39,2.61,1824.22,35.05,0,1104.93
5/3/2024,3,N1-NQML1206,190.58,95,5,1287.81,135.88,0,919.52
5/3/2024,3,N1-NRWK1201,429.78,99.18,0.82,2038.07,32.18,0,1218.72
5/3/2024,3,N1-NRWP1201,160.13,98.93,1.07,1861.38,39.88,0,1131.81
5/3/2024,3,N1-NRWP1208,187.87,96.21,3.79,1583.68,36.63,0,973.64
5/3/2024,3,N1-NRWP1211,127.11,97.57,2.43,1524.57,72.22,0,980.96
5/3/2024,3,N1-NRWP1212,125.91,99,1,1692.99,115.7,0,1122.85
5/3/2024,3,N1-NRWP1214,137.3,85.09,14.91,1521.38,35.1,0,937.84
5/3/2024,3,N1-NRWP1217,136.54,97.14,2.86,1490.54,37.23,0,923.08
5/3/2024,3,N1-NRWP1218,148.17,98.31,1.69,1402.59,46.02,0,883.87
5/3/2024,3,N1-NSAL1203,150.37,96.2,3.8,1763.72,50.02,0,1088.92
5/3/2024,3,N1-NSNA1202,195.51,97.84,2.16,1842.59,55.36,0,1138.22
5/3/2024,3,N1-NTAG1204,216.67,100,0,2062.7,32.49,0,1234.88
5/3/2024,3,N1-NTRL1201,186.04,96.95,3.05,1473.27,59.95,0,938.23
5/3/2024,3,N2-NBES1202,433.97,94.08,5.92,1298.52,32.27,0,807.92
5/3/2024,3,N2-NBRI1201,158.38,95.42,4.58,1652.82,32.44,0,1007.69
5/3/2024,3,N2-NBTG1202,168.69,94.88,5.12,1698.5,35.38,0,1036.24
5/3/2024,3,N2-NCBH1201,224.66,97.77,2.23,1558.05,31.17,0,952.97
5/3/2024,3,N2-NCHT1203,651.89,100,0,1340.07,43.12,0,840.88
5/3/2024,3,N2-NCHT1205,276.57,95.45,4.55,1979.48,30.7,0,1186.06
5/3/2024,3,N2-NCKD1201,147,98.36,1.64,1830.72,43.92,0,1119.4
5/3/2024,3,N2-NCLS1201,704.46,100,0,698.23,33.65,0,473.25
5/3/2024,3,N2-NDIR1201,335.75,97.39,2.61,2561.84,32.1,0,1510.55
5/3/2024,3,N2-NDIR1202,253.77,90.73,9.27,2118.71,71.44,0,1308.9
5/3/2024,3,N2-NDSU1201,155.2,40,60,774.01,28.79,0,515.44
5/3/2024,3,N2-NGHU1201,139.06,97.3,2.7,1493.49,33.28,0,920.3
5/3/2024,3,N2-NGIL1201,273.08,96.89,3.11,828.33,39.56,0,556.41
5/3/2024,3,N2-NHAL1201,144.17,98.1,1.9,1707.16,38.96,0,1045.27
5/3/2024,3,N2-NHRI1201,214.61,95.65,4.35,1712.69,33.53,0,1041.6
5/3/2024,3,N2-NHUN1203,207.23,87.1,12.9,795.82,24.8,0,522.61
5/3/2024,3,N2-NKDU1202,195.46,96.21,3.79,1412.99,41.48,0,884.13
5/3/2024,3,N2-NKKA1201,177.69,97.62,2.38,1621.75,30.15,0,987.7
5/3/2024,3,N2-NMDI1201,197.31,100,0,1466.19,33.14,0,904.4
5/3/2024,3,N2-NMDY1201,214.72,94.63,5.37,1537.9,29.79,0,940.34
5/3/2024,3,N2-NMND1201,190.93,98.68,1.32,1470.99,30.9,0,904.64
5/3/2024,3,N2-NMTA1201,219.05,90.49,9.51,1535.83,29.73,0,939.08
5/3/2024,3,N2-NOGH1201,210.79,94.6,5.4,1778.49,32.42,0,1076.96
5/3/2024,3,N2-NPTN1201,168.45,92.31,7.69,745.27,25.43,0,495.61
5/3/2024,3,N2-NSHA1202,301.96,96.39,3.61,2246.11,31.41,0,1334.72
5/3/2024,3,N2-NSKI1201,173.13,68.2,31.8,2548.48,30.76,0,1503.27
5/3/2024,3,N2-NSWT1201,158.46,96.03,3.97,1587.82,32.69,0,971.86
5/3/2024,3,N2-NSWT1202,172.95,96.19,3.81,1353.51,44.05,0,854.16
5/3/2024,3,N2-NTAX1201,138.91,100,0,1800.97,40.21,0,1098.83
5/3/2024,3,N2-NTKT1201,200.57,92.57,7.43,1514.27,31.13,0,928.84
5/3/2024,3,N2-NTMG7201,175.38,95.89,4.11,1626.04,34.74,0,995.2
5/3/2024,3,N3-NBAY1201,215.49,97.43,2.57,1266.45,26.86,0,786.27
5/3/2024,3,N3-NBNE1201,353.07,99.22,0.78,2052.36,31.79,0,1226.99
5/3/2024,3,N3-NBNN1202,198.8,99.08,0.92,2569.56,33.1,0,1517.32
5/3/2024,3,N3-NCGY1201,175.32,98.42,1.58,2061.5,36.27,0,1238.82
