day,hours,clusterid,initialbufferingduration,rebufferingtimepercentage,videostallspervideo,downlinkthroughput,streamingaccessibility,videostreamingqoe
6/3/2024,0,C1-CBPU1202,0,0,0,242623.07,100,4108.72
6/3/2024,0,C1-CKAM1202,0,0,0,65881.18,100,1163.02
6/3/2024,0,C1-CKHN1202,0,0,0,147354.37,100,2520.91
6/3/2024,0,C1-CKRK1202,0,0,0,44666.43,100,809.44
6/3/2024,0,C1-CLHE1207,0,0,0,170309.6,100,2903.49
6/3/2024,0,C1-CLHE1210,0,0,0,188646.96,100,3209.12
6/3/2024,0,C1-CLHE1229,0,0,0,144102.34,100,2466.71
6/3/2024,0,C1-CLHE1234,0,0,0,179514.98,100,3056.92
6/3/2024,0,C1-CLHE1235,0,0,0,317320.63,100,5353.68
6/3/2024,0,C1-CLHE1238,0,0,0,188053.03,100,3199.22
6/3/2024,0,C1-CLHE1239,0,0,0,172000.56,100,2931.68
6/3/2024,0,C1-CLHE1242,0,0,0,169310.95,100,2886.85
6/3/2024,0,C1-CLHE1244,0,0,0,159862.39,100,2729.37
6/3/2024,0,C1-CLHE1245,0,0,0,118686.81,100,2043.11
6/3/2024,0,C1-CNKN1201,0,0,0,192712.23,100,3276.87
6/3/2024,0,C1-COKR1204,0,0,0,30695.86,100,576.6
6/3/2024,0,C1-CRKH1202,0,0,0,32245.56,100,602.43
6/3/2024,0,C1-CSRA1207,0,0,0,82586.2,100,1441.44
6/3/2024,0,C1-CSWL1208,0,0,0,178323.94,100,3037.07
6/3/2024,0,C1-CSWL1209,0,0,0,387824.59,100,6528.74
6/3/2024,0,C1-FARW1204,0,0,0,160416.02,100,2738.6
6/3/2024,0,C1-FBRW1202,0,0,0,40980.52,100,748.01
6/3/2024,0,C1-FCCW1202,0,0,0,170406.13,100,2905.1
6/3/2024,0,C1-FKSW1201,0,0,0,207614.1,100,3525.24
6/3/2024,0,C1-FPKT1202,0,0,0,374454.94,100,6305.92
6/3/2024,0,C2-FBHL1203,0,0,0,124110.04,100,2133.5
6/3/2024,0,C2-FBHR1203,0,0,0,173597.43,100,2958.29
6/3/2024,0,C2-FCHN1204,0,0,0,166463.74,100,2839.4
6/3/2024,0,C2-FCHN1205,0,0,0,228061.33,100,3866.02
6/3/2024,0,C2-FFSD1210,0,0,0,151263.19,100,2586.05
6/3/2024,0,C2-FFSD1212,0,0,0,147921.57,100,2530.36
6/3/2024,0,C2-FFSD1213,0,0,0,175264.68,100,2986.08
6/3/2024,0,C2-FFSD1214,0,0,0,156417.78,100,2671.96
6/3/2024,0,C2-FFSD1219,0,0,0,173268.28,100,2952.8
6/3/2024,0,C2-FFSD1220,0,0,0,152007.91,100,2598.47
6/3/2024,0,C2-FFSD1221,0,0,0,139406.84,100,2388.45
6/3/2024,0,C2-FJRW1203,0,0,0,102852,100,1779.2
6/3/2024,0,C2-FJRW1204,0,0,0,537879.65,100,9029.66
6/3/2024,0,C2-FKHB1205,0,0,0,422320.22,100,7103.67
6/3/2024,0,C2-FKML7201,0,0,0,184780.2,100,3144.67
6/3/2024,0,C2-FKMN7201,0,0,0,111035.42,100,1915.59
6/3/2024,0,C2-FMNW1206,0,0,0,220140.6,100,3734.01
6/3/2024,0,C2-FPML1201,0,0,0,125314.69,100,2153.58
6/3/2024,0,C2-FSGD1204,0,0,0,163172.08,100,2784.53
6/3/2024,0,C2-FSGD1206,0,0,0,170121.91,100,2900.37
6/3/2024,0,C2-FSGD1209,0,0,0,245905.58,100,4163.43
6/3/2024,0,C2-FSGL1203,0,0,0,133285.62,100,2286.43
6/3/2024,0,C2-FSHK1201,0,0,0,143302.56,100,2453.38
6/3/2024,0,C2-FSHN1201,0,0,0,337658.19,100,5692.64
6/3/2024,0,C2-FSMN7202,0,0,0,131310.22,100,2253.5
6/3/2024,0,C2-FSWI7201,0,0,0,143417.75,100,2455.3
6/3/2024,0,C2-FTDA1201,0,0,0,242627.63,100,4108.79
6/3/2024,0,C2-FTTS1203,0,0,0,71690.72,100,1259.85
6/3/2024,0,C2-FTTS1204,0,0,0,157691.72,100,2693.2
6/3/2024,0,C3-FAPR1201,0,0,0,188689.46,100,3209.82
6/3/2024,0,C3-FBKR1202,0,0,0,159778.89,100,2727.98
6/3/2024,0,C3-FBKR1203,0,0,0,245339.78,100,4154
6/3/2024,0,C3-FBWP1201,0,0,0,146986.56,100,2514.78
6/3/2024,0,C3-FCHM4202,0,0,0,167037.92,100,2848.97
6/3/2024,0,C3-FCKA1202,0,0,0,86962.69,100,1514.38
6/3/2024,0,C3-FCSS1203,0,0,0,165911.05,100,2830.18
6/3/2024,0,C3-FDGK1204,0,0,0,130663.2,100,2242.72
6/3/2024,0,C3-FDKN1201,0,0,0,203859.25,100,3462.65
6/3/2024,0,C3-FDNY1201,0,0,0,3179.91,100,118
6/3/2024,0,C3-FFAB1201,0,0,0,180232.65,100,3068.88
6/3/2024,0,C3-FFTP1202,0,0,0,330432.89,100,5572.21
6/3/2024,0,C3-FJAM1202,0,0,0,201842.18,100,3429.04
6/3/2024,0,C3-FJAN1202,0,0,0,138507.73,100,2373.46
6/3/2024,0,C3-FJNG1208,0,0,0,93700.46,100,1626.67
6/3/2024,0,C3-FJNG1210,0,0,0,84278.49,100,1469.64
6/3/2024,0,C3-FJNG1211,0,0,0,103879.28,100,1796.32
6/3/2024,0,C3-FJNG1212,0,0,0,169507.08,100,2890.12
6/3/2024,0,C3-FJNG1213,0,0,0,231144.01,100,3917.4
6/3/2024,0,C3-FJPW1203,0,0,0,168830.08,100,2878.83
6/3/2024,0,C3-FKAD1203,0,0,0,138705.24,100,2376.75
6/3/2024,0,C3-FKBW1204,0,0,0,195179.88,100,3318
6/3/2024,0,C3-FKCT1201,0,0,0,193913.17,100,3296.89
6/3/2024,0,C3-FKHT4201,0,0,0,142838.35,100,2445.64
6/3/2024,0,C3-FLOD1204,0,0,0,311051.5,100,5249.19
6/3/2024,0,C3-FLYA1203,0,0,0,164558.57,100,2807.64
6/3/2024,0,C3-FMCN1202,0,0,0,155372.48,100,2654.54
6/3/2024,0,C3-FMLC4201,0,0,0,248166.2,100,4201.1
6/3/2024,0,C3-FMUX1214,0,0,0,167105.33,100,2850.09
6/3/2024,0,C3-FMUX1215,0,0,0,161252.82,100,2752.55
6/3/2024,0,C3-FMZG1201,0,0,0,196332.45,100,3337.21
6/3/2024,0,C3-FPLN1202,0,0,0,94375.26,100,1637.92
6/3/2024,0,C3-FRJK1201,0,0,0,154465.33,100,2639.42
6/3/2024,0,C3-FSHD1201,0,0,0,6239.17,100,168.99
6/3/2024,0,C3-FSKT1202,0,0,0,125269.69,100,2152.83
6/3/2024,0,C3-FSSD1202,0,0,0,114738.08,100,1977.3
6/3/2024,0,C3-FSUJ1201,0,0,0,96172.16,100,1667.87
6/3/2024,0,C3-FTBS1201,0,0,0,124284.53,100,2136.41
6/3/2024,0,C3-FTSA1206,0,0,0,84141.17,100,1467.35
6/3/2024,0,C3-FVHR4204,0,0,0,11548.5,100,257.48
6/3/2024,0,C3-FVHR4205,0,0,0,278627.38,100,4708.79
6/3/2024,0,C3-FYZM1201,0,0,0,82176.68,100,1434.61
6/3/2024,0,C4-CAPC1201,0,0,0,249848.05,100,4229.13
6/3/2024,0,C4-CDNG1202,0,0,0,204354.76,100,3470.91
6/3/2024,0,C4-CDSK1202,0,0,0,327983.09,100,5531.38
6/3/2024,0,C4-CDSK1203,0,0,0,34457.02,100,639.28
6/3/2024,0,C4-CGJT1207,0,0,0,291969.33,100,4931.16
6/3/2024,0,C4-CGJT1208,0,0,0,252362.54,100,4271.04
6/3/2024,0,C4-CGUJ1207,0,0,0,143881.69,100,2463.03
6/3/2024,0,C4-CGUJ1209,0,0,0,89088.94,100,1549.82
6/3/2024,0,C4-CGUJ1210,0,0,0,102885.64,100,1779.76
6/3/2024,0,C4-CKHR1202,0,0,0,165323.88,100,2820.4
6/3/2024,0,C4-CLMA1201,0,0,0,258121.72,100,4367.03
6/3/2024,0,C4-CMBD1201,0,0,0,148124.58,100,2533.74
6/3/2024,0,C4-CMBD1202,0,0,0,160703.96,100,2743.4
6/3/2024,0,C4-CNWL1202,0,0,0,159033.73,100,2715.56
6/3/2024,0,C4-CNWL1204,0,0,0,6932.86,100,180.55
6/3/2024,0,C4-CPBN1202,0,0,0,141729.17,100,2427.15
6/3/2024,0,C4-CPHA1201,0,0,0,251324.86,100,4253.75
6/3/2024,0,C4-CQDS1202,0,0,0,139602.09,100,2391.7
6/3/2024,0,C4-CSAM1202,0,0,0,127088.73,100,2183.15
6/3/2024,0,C4-CSLT1204,0,0,0,95946.83,100,1664.11
6/3/2024,0,C4-CSLT1208,0,0,0,121258.77,100,2085.98
6/3/2024,0,C4-CSLT1212,0,0,0,153818.43,100,2628.64
6/3/2024,0,C4-CSLT1214,0,0,0,170074.66,100,2899.58
6/3/2024,0,C4-CWZD1201,0,0,0,116284.68,100,2003.08
6/3/2024,0,N1-NBGH1201,0,0,0,184791.44,100,3144.86
6/3/2024,0,N1-NBHM1201,0,0,0,254982.99,100,4314.72
6/3/2024,0,N1-NCSI1203,0,0,0,203997.81,100,3464.96
6/3/2024,0,N1-NCSS1203,0,0,0,242343.53,100,4104.06
6/3/2024,0,N1-NCWL1202,0,0,0,245350.07,100,4154.17
6/3/2024,0,N1-NDHR1202,0,0,0,239325.59,100,4053.76
6/3/2024,0,N1-NDNA1202,0,0,0,203982.42,100,3464.71
6/3/2024,0,N1-NFTJ1201,0,0,0,204300.4,100,3470.01
6/3/2024,0,N1-NGKN1202,0,0,0,189350.46,100,3220.84
6/3/2024,0,N1-NHAJ1201,0,0,0,194933.94,100,3313.9
6/3/2024,0,N1-NHTB1201,0,0,0,248689.88,100,4209.83
6/3/2024,0,N1-NISB1203,0,0,0,136013.83,100,2331.9
6/3/2024,0,N1-NISB1206,0,0,0,111809.17,100,1928.49
6/3/2024,0,N1-NJLM1203,0,0,0,243429.15,100,4122.15
6/3/2024,0,N1-NKLI1201,0,0,0,207647.41,100,3525.79
6/3/2024,0,N1-NKRT1202,0,0,0,216132,100,3667.2
6/3/2024,0,N1-NKTA1202,0,0,0,147422.17,100,2522.04
6/3/2024,0,N1-NKYL5201,0,0,0,240224.86,100,4068.75
6/3/2024,0,N1-NMAK1201,0,0,0,171851.45,100,2929.19
6/3/2024,0,N1-NMAK1202,0,0,0,204952.22,100,3480.87
6/3/2024,0,N1-NPDK1201,0,0,0,216958.78,100,3680.98
6/3/2024,0,N1-NPLD1201,0,0,0,238834.84,100,4045.58
6/3/2024,0,N1-NQML1205,0,0,0,194276.37,100,3302.94
6/3/2024,0,N1-NQML1206,0,0,0,196972.8,100,3347.88
6/3/2024,0,N1-NRWK1201,0,0,0,226784.88,100,3844.75
6/3/2024,0,N1-NRWP1201,0,0,0,115680.54,100,1993.01
6/3/2024,0,N1-NRWP1208,0,0,0,127736.73,100,2193.95
6/3/2024,0,N1-NRWP1211,0,0,0,101452.75,100,1755.88
6/3/2024,0,N1-NRWP1212,0,0,0,127638.94,100,2192.32
6/3/2024,0,N1-NRWP1214,0,0,0,124906.76,100,2146.78
6/3/2024,0,N1-NRWP1217,0,0,0,100519.99,100,1740.33
6/3/2024,0,N1-NRWP1218,0,0,0,147438.8,100,2522.31
6/3/2024,0,N1-NSAL1203,0,0,0,202362.67,100,3437.71
6/3/2024,0,N1-NSNA1202,0,0,0,193400.23,100,3288.34
6/3/2024,0,N1-NTAG1204,0,0,0,279983.29,100,4731.39
6/3/2024,0,N1-NTRL1201,0,0,0,102052.41,100,1765.87
6/3/2024,0,N2-NBES1202,0,0,0,101904.94,100,1763.42
6/3/2024,0,N2-NBRI1201,0,0,0,85603.44,100,1491.72
6/3/2024,0,N2-NBTG1202,0,0,0,159023.09,100,2715.38
6/3/2024,0,N2-NCBH1201,0,0,0,114388.43,100,1971.47
6/3/2024,0,N2-NCHT1203,0,0,0,130890.96,100,2246.52
6/3/2024,0,N2-NCHT1204,0,0,0,153850.09,100,2629.17
6/3/2024,0,N2-NCHT1205,0,0,0,165099.98,100,2816.67
6/3/2024,0,N2-NCKD1201,0,0,0,98322.08,100,1703.7
6/3/2024,0,N2-NCLS1201,0,0,0,41825.61,100,762.09
6/3/2024,0,N2-NDIR1201,0,0,0,172802.58,100,2945.04
6/3/2024,0,N2-NDIR1202,0,0,0,170281.29,100,2903.02
6/3/2024,0,N2-NDSU1201,0,0,0,40555.76,100,740.93
6/3/2024,0,N2-NGHU1201,0,0,0,166766.28,100,2844.44
6/3/2024,0,N2-NGIL1201,0,0,0,65081.3,100,1149.69
6/3/2024,0,N2-NHAL1201,0,0,0,158406.96,100,2705.12
6/3/2024,0,N2-NHRI1201,0,0,0,157585.48,100,2691.42
6/3/2024,0,N2-NHUN1203,0,0,0,53919.36,100,963.66
6/3/2024,0,N2-NKDU1202,0,0,0,62991.6,100,1114.86
6/3/2024,0,N2-NKKA1201,0,0,0,87948.86,100,1530.81
6/3/2024,0,N2-NMDI1201,0,0,0,144582.68,100,2474.71
6/3/2024,0,N2-NMDY1201,0,0,0,79688.28,100,1393.14
6/3/2024,0,N2-NMND1201,0,0,0,119663.56,100,2059.39
6/3/2024,0,N2-NMTA1201,0,0,0,77421.66,100,1355.36
6/3/2024,0,N2-NOGH1201,0,0,0,143771.56,100,2461.19
6/3/2024,0,N2-NPTN1201,0,0,0,70239.11,100,1235.65
6/3/2024,0,N2-NSHA1202,0,0,0,141961.6,100,2431.03
6/3/2024,0,N2-NSKI1201,0,0,0,133008.75,100,2281.81
6/3/2024,0,N2-NSWT1201,0,0,0,73852.15,100,1295.87
6/3/2024,0,N2-NSWT1202,0,0,0,118794.5,100,2044.91
6/3/2024,0,N2-NTAX1201,0,0,0,163832.81,100,2795.55
6/3/2024,0,N2-NTKT1201,0,0,0,134821.32,100,2312.02
6/3/2024,0,N2-NTMG7201,0,0,0,104738.4,100,1810.64
6/3/2024,0,N3-NBAY1201,0,0,0,110984.64,100,1914.74
6/3/2024,0,N3-NBNE1201,0,0,0,168623.88,100,2875.4
6/3/2024,0,N3-NBNN1202,0,0,0,331682.46,100,5593.04
6/3/2024,0,N3-NCGY1201,0,0,0,169959.17,100,2897.65
6/3/2024,0,N3-NCHD1203,0,0,0,221691.62,100,3759.86
6/3/2024,0,N3-NDBN4203,0,0,0,107946.83,100,1864.11
6/3/2024,0,N3-NDGI1201,0,0,0,168616.07,100,2875.27
6/3/2024,0,N3-NDIK1201,0,0,0,137443.83,100,2355.73
6/3/2024,0,N3-NDIK1207,0,0,0,153074.19,100,2616.24
6/3/2024,0,N3-NDIK1208,0,0,0,140628.39,100,2408.81
6/3/2024,0,N3-NHNG1202,0,0,0,149559.43,100,2557.66
6/3/2024,0,N3-NJRA1201,0,0,0,176701.51,100,3010.03
6/3/2024,0,N3-NKMR1203,0,0,0,182619.66,100,3108.66
6/3/2024,0,N3-NKRK1202,0,0,0,196022.84,100,3332.05
6/3/2024,0,N3-NLDK1201,0,0,0,169464.42,100,2889.41
6/3/2024,0,N3-NLHT1201,0,0,0,169925.88,100,2897.1
6/3/2024,0,N3-NLKM1201,0,0,0,305676.57,100,5159.61
6/3/2024,0,N3-NLKM1203,0,0,0,179643.03,100,3059.05
6/3/2024,0,N3-NMAG1202,0,0,0,88735.03,100,1543.92
6/3/2024,0,N3-NMDN1201,0,0,0,170698.13,100,2909.97
6/3/2024,0,N3-NMDN1204,0,0,0,184432.17,100,3138.87
6/3/2024,0,N3-NNOW1201,0,0,0,129777.43,100,2227.96
6/3/2024,0,N3-NOHT1207,0,0,0,229081.59,100,3883.03
6/3/2024,0,N3-NPAB1201,0,0,0,205234.88,100,3485.58
6/3/2024,0,N3-NPCH1201,0,0,0,81711.81,100,1426.86
6/3/2024,0,N3-NPEW1202,0,0,0,164505.65,100,2806.76
6/3/2024,0,N3-NPEW1210,0,0,0,144131.61,100,2467.19
6/3/2024,0,N3-NPHR1202,0,0,0,216035.91,100,3665.6
6/3/2024,0,N3-NPIR1201,0,0,0,152274.95,100,2602.92
6/3/2024,0,N3-NRSP1201,0,0,0,149497.11,100,2556.62
6/3/2024,0,N3-NSQD1201,0,0,0,197487.55,100,3356.46
6/3/2024,0,N3-NTBI1201,0,0,0,157608.43,100,2691.81
6/3/2024,0,N3-NTGI1201,0,0,0,169907.52,100,2896.79
6/3/2024,0,N3-NTNK1201,0,0,0,199302.59,100,3386.71
6/3/2024,0,S1-SCMN1202,0,0,0,19022.19,100,382.04
6/3/2024,0,S1-SDAL1202,0,0,0,0,100,65
6/3/2024,0,S1-SDAY1201,0,0,0,145894.61,100,2496.58
6/3/2024,0,S1-SDMJ1201,0,0,0,90435.69,100,1572.26
6/3/2024,0,S1-SDUK1202,0,0,0,4313.24,100,136.89
6/3/2024,0,S1-SHUB1202,0,0,0,100535.37,100,1740.59
6/3/2024,0,S1-SKHI1201,0,0,0,80681.44,100,1409.69
6/3/2024,0,S1-SKHI1221,0,0,0,121113.57,100,2083.56
6/3/2024,0,S1-SKHI1228,0,0,0,77637.25,100,1358.95
6/3/2024,0,S1-SKHI1232,0,0,0,93304.98,100,1620.08
6/3/2024,0,S1-SKHI1235,0,0,0,118566.53,100,2041.11
6/3/2024,0,S1-SKHI1241,0,0,0,100839.48,100,1745.66
6/3/2024,0,S1-SKHI1243,0,0,0,29708.15,100,560.14
6/3/2024,0,S1-SKHI1244,0,0,0,120892.08,100,2079.87
6/3/2024,0,S1-SKHI1245,0,0,0,147109.27,100,2516.82
6/3/2024,0,S1-SKHI1248,0,0,0,112975.4,100,1947.92
6/3/2024,0,S1-SKHI1251,0,0,0,129906.88,100,2230.11
6/3/2024,0,S1-SKHI1253,0,0,0,75448.9,100,1322.48
6/3/2024,0,S1-SKHI1254,0,0,0,230569.6,100,3907.83
6/3/2024,0,S1-SKHI1255,0,0,0,48518.41,100,873.64
6/3/2024,0,S1-SKHI1256,0,0,0,86729.12,100,1510.49
6/3/2024,0,S1-SKHI1257,0,0,0,173030.69,100,2948.84
6/3/2024,0,S1-SKHI1258,0,0,0,103680.84,100,1793.01
6/3/2024,0,S1-SKHI1259,0,0,0,91406.1,100,1588.44
6/3/2024,0,S1-SKHI1260,0,0,0,657070.51,100,11016.18
6/3/2024,0,S1-SKHI1261,0,0,0,113533.46,100,1957.22
6/3/2024,0,S1-SKHI1262,0,0,0,132021.64,100,2265.36
6/3/2024,0,S1-SKHI5219,0,0,0,194029.03,100,3298.82
6/3/2024,0,S1-SKHI5220,0,0,0,4773.52,100,144.56
6/3/2024,0,S1-SKHZ7201,0,0,0,159448.27,100,2722.47
6/3/2024,0,S1-SLRI7201,0,0,0,105748.86,100,1827.48
6/3/2024,0,S1-SMST5201,0,0,0,108216.93,100,1868.62
6/3/2024,0,S1-SNKI1201,0,0,0,66605.51,100,1175.09
6/3/2024,0,S1-SNKI7201,0,0,0,224959.67,100,3814.33
6/3/2024,0,S1-SQSU5201,0,0,0,85270.63,100,1486.18
6/3/2024,0,S1-SRIB1201,0,0,0,19982,100,398.03
6/3/2024,0,S1-SSBI1202,0,0,0,50343.85,100,904.06
6/3/2024,0,S1-STRB1201,0,0,0,60204.86,100,1068.41
6/3/2024,0,S1-SUET1207,0,0,0,11071.71,100,249.53
6/3/2024,0,S1-SUET1209,0,0,0,146692.12,100,2509.87
6/3/2024,0,S1-SUET1210,0,0,0,5393.42,100,154.89
6/3/2024,0,S1-SUET1212,0,0,0,97705.95,100,1693.43
6/3/2024,0,S1-SUET1213,0,0,0,106991.36,100,1848.19
6/3/2024,0,S1-SUTH5201,0,0,0,143354.49,100,2454.24
6/3/2024,0,S1-SZHB1201,0,0,0,37070.91,100,682.85
6/3/2024,0,S2-FKBL4201,0,0,0,58264.19,100,1036.07
6/3/2024,0,S2-FLQT7201,0,0,0,91362.92,100,1587.72
6/3/2024,0,S2-SADU1201,0,0,0,47261.33,100,852.69
6/3/2024,0,S2-SBDN1202,0,0,0,118561.22,100,2041.02
6/3/2024,0,S2-SDGR1201,0,0,0,144246.86,100,2469.11
6/3/2024,0,S2-SDKI1201,0,0,0,50876.13,100,912.94
6/3/2024,0,S2-SGOL1202,0,0,0,20106,100,400.1
6/3/2024,0,S2-SHAL5201,0,0,0,174559.98,100,2974.33
6/3/2024,0,S2-SHDD1204,0,0,0,318606.43,100,5375.11
6/3/2024,0,S2-SHDD1206,0,0,0,170000.21,100,2898.34
6/3/2024,0,S2-SHDD1207,0,0,0,112742.02,100,1944.03
6/3/2024,0,S2-SHDD1208,0,0,0,42288.62,100,769.81
6/3/2024,0,S2-SILK1201,0,0,0,39364.83,100,721.08
6/3/2024,0,S2-SKHP1201,0,0,0,184014.7,100,3131.91
6/3/2024,0,S2-SKHR1203,0,0,0,193342.56,100,3287.38
6/3/2024,0,S2-SKND5201,0,0,0,62489.92,100,1106.5
6/3/2024,0,S2-SKNS1201,0,0,0,7781.2,100,194.69
6/3/2024,0,S2-SKSM7201,0,0,0,100761.89,100,1744.36
6/3/2024,0,S2-SKUN1203,0,0,0,233323.08,100,3953.72
6/3/2024,0,S2-SLAR1202,0,0,0,79414.91,100,1388.58
6/3/2024,0,S2-SLAR1204,0,0,0,309304.47,100,5220.07
6/3/2024,0,S2-SLAR1205,0,0,0,278122.07,100,4700.37
6/3/2024,0,S2-SMBP1202,0,0,0,269962.62,100,4564.38
6/3/2024,0,S2-SMEH1201,0,0,0,51865.08,100,929.42
6/3/2024,0,S2-SMIT1201,0,0,0,64509.63,100,1140.16
6/3/2024,0,S2-SMPK1202,0,0,0,136567.65,100,2341.13
6/3/2024,0,S2-SNAU1201,0,0,0,0,100,65
6/3/2024,0,S2-SPAK1201,0,0,0,3110.33,100,116.84
6/3/2024,0,S2-SQAS1202,0,0,0,26969.05,100,514.48
6/3/2024,0,S2-SRAT1203,0,0,0,46164.72,100,834.41
6/3/2024,0,S2-SRNP1201,0,0,0,125908.08,100,2163.47
6/3/2024,0,S2-SROH1201,0,0,0,1815.25,100,95.25
6/3/2024,0,S2-SSAJ1202,0,0,0,88187.78,100,1534.8
6/3/2024,0,S2-SSEW1203,0,0,0,66389.45,100,1171.49
6/3/2024,0,S2-SSHD7201,0,0,0,17212.21,100,351.87
6/3/2024,0,S2-SSKZ1204,0,0,0,170595.9,100,2908.27
6/3/2024,0,S2-SSNG1201,0,0,0,199722.46,100,3393.71
6/3/2024,0,S2-STAY1203,0,0,0,92368.73,100,1604.48
6/3/2024,0,S2-STDM1202,0,0,0,166632.08,100,2842.2
6/3/2024,0,S2-STHA1203,0,0,0,196343.93,100,3337.4
6/3/2024,0,S2-STMK7201,0,0,0,100097.52,100,1733.29
6/3/2024,0,S2-SUMK1201,0,0,0,228123.06,100,3867.05
6/3/2024,0,S2-SWNS1205,0,0,0,190654.14,100,3242.57
5/3/2024,23,C1-CBPU1202,0,0,0,0,100,65
5/3/2024,23,C1-CHAV1203,0,0,0,5151.39,100,150.86
5/3/2024,23,C1-CKAM1202,0,0,0,12686.96,100,276.45
5/3/2024,23,C1-CKHN1202,0,0,0,117517.29,100,2023.62
5/3/2024,23,C1-CKRK1202,0,0,0,0,100,65
5/3/2024,23,C1-CLHE1207,0,0,0,108315.55,100,1870.26
5/3/2024,23,C1-CLHE1210,0,0,0,118435.06,100,2038.92
5/3/2024,23,C1-CLHE1229,0,0,0,57969.56,100,1031.16
5/3/2024,23,C1-CLHE1234,0,0,0,70627.1,100,1242.12
5/3/2024,23,C1-CLHE1235,0,0,0,111437.8,100,1922.3
5/3/2024,23,C1-CLHE1238,0,0,0,187558.36,100,3190.97
5/3/2024,23,C1-CLHE1239,0,0,0,144130.75,100,2467.18
5/3/2024,23,C1-CLHE1242,0,0,0,95986.31,100,1664.77
5/3/2024,23,C1-CLHE1244,0,0,0,95977.71,100,1664.63
5/3/2024,23,C1-CLHE1245,0,0,0,80043.69,100,1399.06
5/3/2024,23,C1-CNKN1201,0,0,0,61069.65,100,1082.83
5/3/2024,23,C1-COKR1204,0,0,0,181584.11,100,3091.4
5/3/2024,23,C1-CRKH1202,0,0,0,41549.48,100,757.49
5/3/2024,23,C1-CSRA1207,0,0,0,60167.06,100,1067.78
5/3/2024,23,C1-CSWL1208,0,0,0,234022.25,100,3965.37
5/3/2024,23,C1-CSWL1209,0,0,0,107814,100,1861.9
5/3/2024,23,C1-FARW1204,0,0,0,184073.08,100,3132.88
5/3/2024,23,C1-FBRW1202,0,0,0,136830.32,100,2345.51
5/3/2024,23,C1-FCCW1202,0,0,0,53118.57,100,950.31
5/3/2024,23,C1-FPKT1202,0,0,0,156754.39,100,2677.57
5/3/2024,23,C2-CSFD1202,0,0,0,4010.44,100,131.84
5/3/2024,23,C2-FBHL1203,0,0,0,119414.17,100,2055.24
5/3/2024,23,C2-FBHR1203,0,0,0,109417.37,100,1888.62
5/3/2024,23,C2-FCHN1204,0,0,0,223693.4,100,3793.22
5/3/2024,23,C2-FCHN1205,0,0,0,81410.07,100,1421.83
5/3/2024,23,C2-FFSD1210,0,0,0,169374.27,100,2887.9
5/3/2024,23,C2-FFSD1212,0,0,0,201208.43,100,3418.47
5/3/2024,23,C2-FFSD1213,0,0,0,179059.17,100,3049.32
5/3/2024,23,C2-FFSD1214,0,0,0,113056.35,100,1949.27
5/3/2024,23,C2-FFSD1219,0,0,0,86309.66,100,1503.49
5/3/2024,23,C2-FFSD1220,0,0,0,139307.49,100,2386.79
5/3/2024,23,C2-FFSD1221,0,0,0,154362.81,100,2637.71
5/3/2024,23,C2-FJRW1203,0,0,0,75807.54,100,1328.46
5/3/2024,23,C2-FJRW1204,0,0,0,120259.13,100,2069.32
5/3/2024,23,C2-FKHB1205,0,0,0,444103.79,100,7466.73
5/3/2024,23,C2-FKML7201,0,0,0,7440,100,189
5/3/2024,23,C2-FKMN7201,0,0,0,343476.1,100,5789.6
5/3/2024,23,C2-FMNW1206,0,0,0,158625.77,100,2708.76
5/3/2024,23,C2-FPML1201,0,0,0,376600.92,100,6341.68
5/3/2024,23,C2-FSGD1204,0,0,0,165226.42,100,2818.77
5/3/2024,23,C2-FSGD1206,0,0,0,137256.37,100,2352.61
5/3/2024,23,C2-FSGD1209,0,0,0,95068.71,100,1649.48
5/3/2024,23,C2-FSGL1203,0,0,0,129041.67,100,2215.69
5/3/2024,23,C2-FSHK1201,0,0,0,39248.58,100,719.14
5/3/2024,23,C2-FSHN1201,0,0,0,173737.88,100,2960.63
5/3/2024,23,C2-FSMN7202,0,0,0,110537.97,100,1907.3
5/3/2024,23,C2-FSWI7201,0,0,0,122485.03,100,2106.42
5/3/2024,23,C2-FTDA1201,0,0,0,135873.01,100,2329.55
5/3/2024,23,C2-FTTS1203,0,0,0,96502.69,100,1673.38
5/3/2024,23,C2-FTTS1204,0,0,0,6092,100,166.53
5/3/2024,23,C3-FAPR1201,0,0,0,285908.3,100,4830.14
5/3/2024,23,C3-FBKR1202,0,0,0,59002.2,100,1048.37
5/3/2024,23,C3-FBKR1203,0,0,0,151816.57,100,2595.28
5/3/2024,23,C3-FBWP1201,0,0,0,77556.55,100,1357.61
5/3/2024,23,C3-FBWP1203,0,0,0,145719.31,100,2493.66
5/3/2024,23,C3-FCHM4202,0,0,0,78966.3,100,1381.11
5/3/2024,23,C3-FCKA1202,0,0,0,78108.63,100,1366.81
5/3/2024,23,C3-FCSS1203,0,0,0,112875.95,100,1946.27
5/3/2024,23,C3-FDGK1204,0,0,0,123042.63,100,2115.71
5/3/2024,23,C3-FDKN1201,0,0,0,126340.66,100,2170.68
5/3/2024,23,C3-FDNY1201,0,0,0,90980.58,100,1581.34
5/3/2024,23,C3-FFAB1201,0,0,0,343022.06,100,5782.03
5/3/2024,23,C3-FFTP1202,0,0,0,176835.77,100,3012.26
5/3/2024,23,C3-FJAM1202,0,0,0,164433.76,100,2805.56
